Country,Year,GDP_per_capita
SampleCountry,1962,2347.54431773747
SampleCountry,1961,1975
SampleCountry,1962,2649.80151387223
SampleCountry,1961,1976
SampleCountry,1962,3030.43251411977
SampleCountry,1961,1977
SampleCountry,1962,3426.27622050378
SampleCountry,1961,1978
SampleCountry,1962,3665.8627976419
SampleCountry,1961,1979
SampleCountry,1962,4299.74561799284
SampleCountry,1961,1980
SampleCountry,1962,4138.16778761535
SampleCountry,1961,1981
SampleCountry,1962,4681.43993173038
SampleCountry,1961,1982
SampleCountry,1962,5976.93816899991
SampleCountry,1961,1983
SampleCountry,1962,7804.76208051155
SampleCountry,1961,1984
SampleCountry,1962,10032.062080015
SampleCountry,1961,1985
SampleCountry,1962,9599.30622221965
SampleCountry,1961,1986
SampleCountry,1962,9146.07735701852
SampleCountry,1961,1987
SampleCountry,1962,8691.51881306514
SampleCountry,1961,1988
SampleCountry,1962,8179.19444064991
SampleCountry,1961,1989
SampleCountry,1962,8652.21654247593
SampleCountry,1961,1990
SampleCountry,1962,10611.112210096
SampleCountry,1961,1991
SampleCountry,1962,13118.586534629
SampleCountry,1961,1992
SampleCountry,1962,15987.1680775688
SampleCountry,1961,1993
SampleCountry,1962,16239.2821960944
SampleCountry,1961,1994
SampleCountry,1962,19095.4669984608
SampleCountry,1961,1995
SampleCountry,1962,19900.7266505069
SampleCountry,1961,1996
SampleCountry,1962,20487.1707852878
SampleCountry,1961,1997
SampleCountry,1962,18389.0195675099
SampleCountry,1961,1998
SampleCountry,1962,19709.2380983653
SampleCountry,1961,1999
SampleCountry,1962,23168.9529580171
SampleCountry,1961,2000
SampleCountry,1962,24406.400298359
SampleCountry,1961,2001
SampleCountry,1962,26766.0056249684
SampleCountry,1961,2002
SampleCountry,1962,28274.5045119699
SampleCountry,1961,2003
SampleCountry,1962,28762.0913570256
SampleCountry,1961,2004
SampleCountry,1962,28280.926786099
SampleCountry,1961,2005
SampleCountry,1962,27906.5695029641
SampleCountry,1961,2006
SampleCountry,1962,30077.741432188
SampleCountry,1961,2007
SampleCountry,1962,34442.6875402308
SampleCountry,1961,2008
SampleCountry,1962,40366.8886650968
SampleCountry,1961,2009
SampleCountry,1962,42104.7884375024
SampleCountry,1961,2010
SampleCountry,1962,44512.4590296865
SampleCountry,1961,2011
SampleCountry,1962,50397.6854954706
SampleCountry,1961,2012
SampleCountry,1962,47396.1202078484
SampleCountry,1961,2013
SampleCountry,1962,38744.131693043
SampleCountry,1961,2014
SampleCountry,1962,39598.957119545
SampleCountry,1961,2015
SampleCountry,1962,42109.6418795749
SampleCountry,1961,2016
SampleCountry,1962,42497.3404974322
SampleCountry,1961,2017
SampleCountry,1962,43426.2981405143
SampleCountry,1961,2018
SampleCountry,1962,47439.6165895125
SampleCountry,1961,2019
SampleCountry,1962,44964.3911437292
SampleCountry,1961,2020
SampleCountry,1962,40985.2351382417
SampleCountry,1961,2021
SampleCountry,1962,40572.1214823783
SampleCountry,1961,2022
SampleCountry,1962,43203.8141057739
SampleCountry,1961,2023
SampleCountry,1962,42662.5353740311
SampleCountry,1961,2024
SampleCountry,1962,40201.6812422928
SampleCountry,1961,2025
SampleCountry,1962,46896.8662432834
SampleCountry,1961,2026
SampleCountry,1962,45935.9276473925
SampleCountry,1961,2027
SampleCountry,1962,49463.8554617343
SampleCountry,1961,1991
SampleCountry,1962,1543.58202459728
SampleCountry,1961,1992
SampleCountry,1962,1843.90343235858
SampleCountry,1961,1993
SampleCountry,1962,1853.44090838675
SampleCountry,1961,1994
SampleCountry,1962,1610.98027146868
SampleCountry,1961,1995
SampleCountry,1962,1310.97315894409
SampleCountry,1961,1996
SampleCountry,1962,757.223548505358
SampleCountry,1961,1997
SampleCountry,1962,550.015542609224
SampleCountry,1961,1998
SampleCountry,1962,519.816187076762
SampleCountry,1961,1999
SampleCountry,1962,578.336763329878
SampleCountry,1961,2000
SampleCountry,1962,689.034413652597
SampleCountry,1961,2001
SampleCountry,1962,807.032285752352
SampleCountry,1961,2002
SampleCountry,1962,851.515542450841
SampleCountry,1961,2003
SampleCountry,1962,673.537782887275
SampleCountry,1961,2004
SampleCountry,1962,749.908534993961
SampleCountry,1961,2005
SampleCountry,1962,801.98383707929
SampleCountry,1961,2006
SampleCountry,1962,853.526171868939
SampleCountry,1961,2007
SampleCountry,1962,1010.03151630868
SampleCountry,1961,2008
SampleCountry,1962,1305.04748557208
SampleCountry,1961,2009
SampleCountry,1962,1642.78359414797
SampleCountry,1961,2010
SampleCountry,1962,1996.02013272284
SampleCountry,1961,2011
SampleCountry,1962,2635.36650276116
SampleCountry,1961,2012
SampleCountry,1962,3324.7537205015
SampleCountry,1961,2013
SampleCountry,1962,2822.68939668797
SampleCountry,1961,2014
SampleCountry,1962,3281.72930937343
SampleCountry,1961,2015
SampleCountry,1962,4119.66818307193
SampleCountry,1961,2016
SampleCountry,1962,4530.69533409431
SampleCountry,1961,2017
SampleCountry,1962,4712.00229382665
SampleCountry,1961,2018
SampleCountry,1962,4830.33486170249
SampleCountry,1961,2019
SampleCountry,1962,4086.6223465965
SampleCountry,1961,2020
SampleCountry,1962,4143.40125686315
SampleCountry,1961,2021
SampleCountry,1962,4418.75206546679
SampleCountry,1961,2022
SampleCountry,1962,4804.0546040444
SampleCountry,1961,2023
SampleCountry,1962,4741.2832715876
SampleCountry,1961,2024
SampleCountry,1962,4300.85701291207
SampleCountry,1961,2025
SampleCountry,1962,5083.60695484577
SampleCountry,1961,2026
SampleCountry,1962,6729.84659930283
SampleCountry,1961,2027
SampleCountry,1962,8283.66960242964
SampleCountry,1961,1964
SampleCountry,1962,174.858856531804
SampleCountry,1961,1965
SampleCountry,1962,181.870010833085
SampleCountry,1961,1966
SampleCountry,1962,188.421016299893
SampleCountry,1961,1967
SampleCountry,1962,205.037422391885
SampleCountry,1961,1968
SampleCountry,1962,224.968154393354
SampleCountry,1961,1969
SampleCountry,1962,260.50559523622
SampleCountry,1961,1970
SampleCountry,1962,263.334589411514
SampleCountry,1961,1971
SampleCountry,1962,211.219296540365
SampleCountry,1961,1972
SampleCountry,1962,196.668571830464
SampleCountry,1961,1973
SampleCountry,1962,225.772621963554
SampleCountry,1961,1974
SampleCountry,1962,248.159869409818
SampleCountry,1961,1975
SampleCountry,1962,263.408787882235
SampleCountry,1961,1976
SampleCountry,1962,223.80286383233
SampleCountry,1961,1977
SampleCountry,1962,309.509552300391
SampleCountry,1961,1978
SampleCountry,1962,289.425856816508
SampleCountry,1961,1979
SampleCountry,1962,272.976715188503
SampleCountry,1961,1980
SampleCountry,1962,260.998295813107
SampleCountry,1961,1981
SampleCountry,1962,292.28979809499
SampleCountry,1961,1982
SampleCountry,1962,325.598476678233
SampleCountry,1961,1983
SampleCountry,1962,346.653403777697
SampleCountry,1961,1984
SampleCountry,1962,372.252026367961
SampleCountry,1961,1985
SampleCountry,1962,343.799126739425
SampleCountry,1961,1986
SampleCountry,1962,319.206910329791
SampleCountry,1961,1987
SampleCountry,1962,311.383438154949
SampleCountry,1961,1988
SampleCountry,1962,329.998888863111
SampleCountry,1961,1989
SampleCountry,1962,329.714604937014
SampleCountry,1961,1990
SampleCountry,1962,410.711658388611
SampleCountry,1961,1991
SampleCountry,1962,355.153724919203
SampleCountry,1961,1992
SampleCountry,1962,355.121844932881
SampleCountry,1961,1993
SampleCountry,1962,349.964941914982
SampleCountry,1961,1994
SampleCountry,1962,382.54246368354
SampleCountry,1961,1995
SampleCountry,1962,418.254121349986
SampleCountry,1961,1996
SampleCountry,1962,396.426407640517
SampleCountry,1961,1997
SampleCountry,1962,359.800844097528
SampleCountry,1961,1998
SampleCountry,1962,320.50390343252
SampleCountry,1961,1999
SampleCountry,1962,371.537243033836
SampleCountry,1961,2000
SampleCountry,1962,389.271267898831
SampleCountry,1961,2001
SampleCountry,1962,377.841935501461
SampleCountry,1961,2002
SampleCountry,1962,400.366799508524
SampleCountry,1961,2003
SampleCountry,1962,403.037326127273
SampleCountry,1961,2004
SampleCountry,1962,253.746936203344
SampleCountry,1961,2005
SampleCountry,1962,263.542156494853
SampleCountry,1961,2006
SampleCountry,1962,297.46164468774
SampleCountry,1961,2007
SampleCountry,1962,358.39927142073
SampleCountry,1961,2008
SampleCountry,1962,406.132105329565
SampleCountry,1961,2009
SampleCountry,1962,478.611909191028
SampleCountry,1961,2010
SampleCountry,1962,906.441027564887
SampleCountry,1961,2011
SampleCountry,1962,1050.12461524926
SampleCountry,1961,2012
SampleCountry,1962,1182.65761256016
SampleCountry,1961,2013
SampleCountry,1962,1047.70430093586
SampleCountry,1961,2014
SampleCountry,1962,1263.89251760539
SampleCountry,1961,2015
SampleCountry,1962,1507.43573198753
SampleCountry,1961,2016
SampleCountry,1962,1543.77524235764
SampleCountry,1961,2017
SampleCountry,1962,2294.025645187
SampleCountry,1961,2018
SampleCountry,1962,1953.64513603117
SampleCountry,1961,2019
SampleCountry,1962,1721.69964380717
SampleCountry,1961,2020
SampleCountry,1962,1913.18673253576
SampleCountry,1961,2021
SampleCountry,1962,2012.97025750655
SampleCountry,1961,2022
SampleCountry,1962,2196.61290615342
SampleCountry,1961,2023
SampleCountry,1962,2186.18924111824
SampleCountry,1961,2024
SampleCountry,1962,2196.54789313621
SampleCountry,1961,2025
SampleCountry,1962,2445.50081810782
SampleCountry,1961,2026
SampleCountry,1962,2240.27945094566
SampleCountry,1961,2027
SampleCountry,1962,2260.28741289427
SampleCountry,1961,1974
SampleCountry,1962,752.822503572388
SampleCountry,1961,1975
SampleCountry,1962,825.289977053096
SampleCountry,1961,1976
SampleCountry,1962,948.497421297055
SampleCountry,1961,1977
SampleCountry,1962,1143.30003514078
SampleCountry,1961,1978
SampleCountry,1962,1242.5292252039
SampleCountry,1961,1979
SampleCountry,1962,1311.33051362563
SampleCountry,1961,1980
SampleCountry,1962,1430.66435286764
SampleCountry,1961,1981
SampleCountry,1962,1440.15766515101
SampleCountry,1961,1982
SampleCountry,1962,1657.96393230706
SampleCountry,1961,1983
SampleCountry,1962,1789.99554924567
SampleCountry,1961,1984
SampleCountry,1962,1930.99184257949
SampleCountry,1961,1985
SampleCountry,1962,1875.53966772396
SampleCountry,1961,1986
SampleCountry,1962,2272.63298724274
SampleCountry,1961,1987
SampleCountry,1962,2822.83932284682
SampleCountry,1961,1988
SampleCountry,1962,3361.5282015455
SampleCountry,1961,1989
SampleCountry,1962,4061.69867242443
SampleCountry,1961,1990
SampleCountry,1962,505.876944250303
SampleCountry,1961,1991
SampleCountry,1962,504.510868799406
SampleCountry,1961,1992
SampleCountry,1962,574.001127225182
SampleCountry,1961,1993
SampleCountry,1962,570.493417986787
SampleCountry,1961,1994
SampleCountry,1962,604.304422702532
SampleCountry,1961,1995
SampleCountry,1962,656.42373119518
SampleCountry,1961,1996
SampleCountry,1962,692.647802662806
SampleCountry,1961,1997
SampleCountry,1962,670.741778229959
SampleCountry,1961,1998
SampleCountry,1962,671.576385058752
SampleCountry,1961,1999
SampleCountry,1962,713.031460558683
SampleCountry,1961,2000
SampleCountry,1962,726.025442583799
SampleCountry,1961,2001
SampleCountry,1962,695.58174225826
SampleCountry,1961,2002
SampleCountry,1962,647.379920832778
SampleCountry,1961,2003
SampleCountry,1962,610.614842942762
SampleCountry,1961,2004
SampleCountry,1962,518.157066924026
SampleCountry,1961,2005
SampleCountry,1962,483.085120214741
SampleCountry,1961,2006
SampleCountry,1962,495.916073559269
SampleCountry,1961,2007
SampleCountry,1962,566.48540588068
SampleCountry,1961,2008
SampleCountry,1962,584.897740538081
SampleCountry,1961,2009
SampleCountry,1962,463.17768685098
SampleCountry,1961,2010
SampleCountry,1962,446.980554135348
SampleCountry,1961,2011
SampleCountry,1962,650.148575304385
SampleCountry,1961,2012
SampleCountry,1962,703.532825785322
SampleCountry,1961,2013
SampleCountry,1962,662.185914665681
SampleCountry,1961,2014
SampleCountry,1962,659.235326211315
SampleCountry,1961,2015
SampleCountry,1962,636.694958747648
SampleCountry,1961,2016
SampleCountry,1962,699.353377212197
SampleCountry,1961,2017
SampleCountry,1962,748.455020824734
SampleCountry,1961,2018
SampleCountry,1962,765.146999389279
SampleCountry,1961,2019
SampleCountry,1962,747.356966759448
SampleCountry,1961,2020
SampleCountry,1962,711.996509782316
SampleCountry,1961,2021
SampleCountry,1962,833.598621691121
SampleCountry,1961,2022
SampleCountry,1962,933.273615633705
SampleCountry,1961,2023
SampleCountry,1962,1031.34146480732
SampleCountry,1961,2024
SampleCountry,1962,1053.66097696415
SampleCountry,1961,2025
SampleCountry,1962,1244.96550477914
SampleCountry,1961,2026
SampleCountry,1962,1416.59612011764
SampleCountry,1961,2027
SampleCountry,1962,1541.04050914957
SampleCountry,1961,1971
SampleCountry,1962,94.3662144947658
SampleCountry,1961,1972
SampleCountry,1962,96.9604868849254
SampleCountry,1961,1973
SampleCountry,1962,83.1064852758912
SampleCountry,1961,1974
SampleCountry,1962,88.662202161031
SampleCountry,1961,1975
SampleCountry,1962,99.7816919772448
SampleCountry,1961,1976
SampleCountry,1962,103.318322288749
SampleCountry,1961,1977
SampleCountry,1962,106.524604282625
SampleCountry,1961,1978
SampleCountry,1962,131.449182060787
SampleCountry,1961,1979
SampleCountry,1962,162.618334686551
SampleCountry,1961,1980
SampleCountry,1962,189.808393377344
SampleCountry,1961,1981
SampleCountry,1962,179.313963291107
SampleCountry,1961,1982
SampleCountry,1962,213.842543162023
SampleCountry,1961,1983
SampleCountry,1962,257.581042237291
SampleCountry,1961,1984
SampleCountry,1962,300.258528034397
SampleCountry,1961,1985
SampleCountry,1962,337.692534389517
SampleCountry,1961,1986
SampleCountry,1962,295.982064548083
SampleCountry,1961,1987
SampleCountry,1962,282.141307055388
SampleCountry,1961,1988
SampleCountry,1962,268.649299816803
SampleCountry,1961,1989
SampleCountry,1962,214.794357389928
SampleCountry,1961,1990
SampleCountry,1962,262.816616745779
SampleCountry,1961,1991
SampleCountry,1962,207.654408714945
SampleCountry,1961,1992
SampleCountry,1962,236.954802725846
SampleCountry,1961,1993
SampleCountry,1962,274.874465999589
SampleCountry,1961,1994
SampleCountry,1962,280.929809553919
SampleCountry,1961,1995
SampleCountry,1962,300.639895740381
SampleCountry,1961,1996
SampleCountry,1962,627.578919318827
SampleCountry,1961,1997
SampleCountry,1962,623.485927783598
SampleCountry,1961,1998
SampleCountry,1962,635.3611677282
SampleCountry,1961,1999
SampleCountry,1962,608.2774907808
SampleCountry,1961,2000
SampleCountry,1962,621.681391269646
SampleCountry,1961,2001
SampleCountry,1962,651.784945724837
SampleCountry,1961,2002
SampleCountry,1962,600.224023405754
SampleCountry,1961,2003
SampleCountry,1962,610.234711461724
SampleCountry,1961,2004
SampleCountry,1962,575.459893151216
SampleCountry,1961,2005
SampleCountry,1962,538.054072348854
SampleCountry,1961,2006
SampleCountry,1962,459.803068381399
SampleCountry,1961,2007
SampleCountry,1962,376.531026962584
SampleCountry,1961,2008
SampleCountry,1962,308.719123437587
SampleCountry,1961,2009
SampleCountry,1962,593.285346326581
SampleCountry,1961,2010
SampleCountry,1962,616.483657865348
SampleCountry,1961,2011
SampleCountry,1962,614.544307904464
SampleCountry,1961,2012
SampleCountry,1962,724.726407242432
SampleCountry,1961,2013
SampleCountry,1962,859.127671411226
SampleCountry,1961,2014
SampleCountry,1962,774.888030908091
SampleCountry,1961,2015
SampleCountry,1962,801.033372714536
SampleCountry,1961,2016
SampleCountry,1962,710.608411468152
SampleCountry,1961,2017
SampleCountry,1962,692.579361628102
SampleCountry,1961,2018
SampleCountry,1962,653.862713272743
SampleCountry,1961,2019
SampleCountry,1962,568.00453558864
SampleCountry,1961,2020
SampleCountry,1962,619.536364296461
SampleCountry,1961,2021
SampleCountry,1962,650.056501323611
SampleCountry,1961,2022
SampleCountry,1962,642.522641296331
SampleCountry,1961,2023
SampleCountry,1962,696.219806960615
SampleCountry,1961,2024
SampleCountry,1962,738.186751987483
SampleCountry,1961,2025
SampleCountry,1962,720.335143352133
SampleCountry,1961,2026
SampleCountry,1962,781.890925169531
SampleCountry,1961,2027
SampleCountry,1962,836.244875868476
SampleCountry,1961,2028
SampleCountry,1962,888.157407724123
SampleCountry,1961,1974
SampleCountry,1962,350.221594962107
SampleCountry,1961,1975
SampleCountry,1962,348.277009620267
SampleCountry,1961,1976
SampleCountry,1962,388.643761374553
SampleCountry,1961,1977
SampleCountry,1962,391.9165756129
SampleCountry,1961,1978
SampleCountry,1962,418.643114014064
SampleCountry,1961,1979
SampleCountry,1962,435.217809874848
SampleCountry,1961,1980
SampleCountry,1962,420.852937438178
SampleCountry,1961,1981
SampleCountry,1962,402.906587803326
SampleCountry,1961,1982
SampleCountry,1962,402.777525700936
SampleCountry,1961,1983
SampleCountry,1962,375.845330171625
SampleCountry,1961,1984
SampleCountry,1962,346.855441567554
SampleCountry,1961,1985
SampleCountry,1962,477.46389637563
SampleCountry,1961,1986
SampleCountry,1962,502.732266005568
SampleCountry,1961,1987
SampleCountry,1962,488.993892322107
SampleCountry,1961,1988
SampleCountry,1962,407.439444684912
SampleCountry,1961,1989
SampleCountry,1962,416.576139998898
SampleCountry,1961,1990
SampleCountry,1962,371.137575913103
SampleCountry,1961,1991
SampleCountry,1962,487.551949436993
SampleCountry,1961,1992
SampleCountry,1962,453.807472688208
SampleCountry,1961,1993
SampleCountry,1962,578.490985831256
SampleCountry,1961,1994
SampleCountry,1962,651.337640650994
SampleCountry,1961,1995
SampleCountry,1962,672.07387884966
SampleCountry,1961,1996
SampleCountry,1962,574.32110641811
SampleCountry,1961,1997
SampleCountry,1962,581.612681813953
SampleCountry,1961,1998
SampleCountry,1962,560.883422537973
SampleCountry,1961,1999
SampleCountry,1962,589.487023081945
SampleCountry,1961,2000
SampleCountry,1962,614.729892454585
SampleCountry,1961,2001
SampleCountry,1962,598.953470198484
SampleCountry,1961,2002
SampleCountry,1962,497.724279563733
SampleCountry,1961,2003
SampleCountry,1962,478.733190989909
SampleCountry,1961,2004
SampleCountry,1962,316.945495037639
SampleCountry,1961,2005
SampleCountry,1962,327.138431972397
SampleCountry,1961,2006
SampleCountry,1962,362.034574570354
SampleCountry,1961,2007
SampleCountry,1962,419.78486611807
SampleCountry,1961,2008
SampleCountry,1962,431.376557669634
SampleCountry,1961,2009
SampleCountry,1962,463.073962650452
SampleCountry,1961,2010
SampleCountry,1962,448.513075469701
SampleCountry,1961,2011
SampleCountry,1962,519.069789794741
SampleCountry,1961,2012
SampleCountry,1962,640.210331101753
SampleCountry,1961,2013
SampleCountry,1962,583.190020139094
SampleCountry,1961,2014
SampleCountry,1962,600.194298540768
SampleCountry,1961,2015
SampleCountry,1962,719.539573498937
SampleCountry,1961,2016
SampleCountry,1962,635.461653303881
SampleCountry,1961,2017
SampleCountry,1962,654.304534409417
SampleCountry,1961,2018
SampleCountry,1962,652.022501029449
SampleCountry,1961,2019
SampleCountry,1962,645.066837207039
SampleCountry,1961,2020
SampleCountry,1962,679.665386626818
SampleCountry,1961,2021
SampleCountry,1962,783.123186602022
SampleCountry,1961,2022
SampleCountry,1962,808.531613218504
SampleCountry,1961,2023
SampleCountry,1962,807.359903965493
SampleCountry,1961,2024
SampleCountry,1962,817.780335749159
SampleCountry,1961,2025
SampleCountry,1962,900.407780831491
SampleCountry,1961,2026
SampleCountry,1962,853.281304044102
SampleCountry,1961,2027
SampleCountry,1962,951.242748289294
SampleCountry,1961,1966
SampleCountry,1962,132.911859077276
SampleCountry,1961,1967
SampleCountry,1962,154.797498528375
SampleCountry,1961,1968
SampleCountry,1962,177.826417576094
SampleCountry,1961,1969
SampleCountry,1962,217.10289545039
SampleCountry,1961,1970
SampleCountry,1962,226.694963901345
SampleCountry,1961,1971
SampleCountry,1962,231.931646165774
SampleCountry,1961,1972
SampleCountry,1962,211.743758689178
SampleCountry,1961,1973
SampleCountry,1962,208.44083966338
SampleCountry,1961,1974
SampleCountry,1962,206.766858699665
SampleCountry,1961,1975
SampleCountry,1962,205.56736961701
SampleCountry,1961,1976
SampleCountry,1962,211.424761974446
SampleCountry,1961,1977
SampleCountry,1962,268.634902338667
SampleCountry,1961,1978
SampleCountry,1962,319.236836741342
SampleCountry,1961,1979
SampleCountry,1962,362.262178278078
SampleCountry,1961,1980
SampleCountry,1962,368.831374253979
SampleCountry,1961,1981
SampleCountry,1962,375.705960625002
SampleCountry,1961,1984
SampleCountry,1962,175.451008071362
SampleCountry,1961,1985
SampleCountry,1962,121.125080282047
SampleCountry,1961,1986
SampleCountry,1962,137.468802708366
SampleCountry,1961,1987
SampleCountry,1962,129.411005581021
SampleCountry,1961,1988
SampleCountry,1962,137.903678570149
SampleCountry,1961,1989
SampleCountry,1962,161.11802183767
SampleCountry,1961,1990
SampleCountry,1962,188.78702702248
SampleCountry,1961,1991
SampleCountry,1962,220.925441822509
SampleCountry,1961,1992
SampleCountry,1962,228.669232827247
SampleCountry,1961,1993
SampleCountry,1962,193.2233561169
SampleCountry,1961,1994
SampleCountry,1962,236.402188376265
SampleCountry,1961,1995
SampleCountry,1962,225.319378519763
SampleCountry,1961,1996
SampleCountry,1962,263.733547088944
SampleCountry,1961,1997
SampleCountry,1962,256.683023652574
SampleCountry,1961,1998
SampleCountry,1962,183.239482711964
SampleCountry,1961,1999
SampleCountry,1962,248.314896208855
SampleCountry,1961,2000
SampleCountry,1962,391.686868235732
SampleCountry,1961,2001
SampleCountry,1962,717.041481576821
SampleCountry,1961,2002
SampleCountry,1962,577.868525342745
SampleCountry,1961,2003
SampleCountry,1962,930.912549299779
SampleCountry,1961,2004
SampleCountry,1962,1487.3165506701
SampleCountry,1961,2005
SampleCountry,1962,1948.61145907844
SampleCountry,1961,2006
SampleCountry,1962,2264.21065580365
SampleCountry,1961,2007
SampleCountry,1962,2930.60183743733
SampleCountry,1961,2008
SampleCountry,1962,4901.30127408119
SampleCountry,1961,2009
SampleCountry,1962,8673.9026086535
SampleCountry,1961,2010
SampleCountry,1962,10184.8841248541
SampleCountry,1961,2011
SampleCountry,1962,12616.9532942011
SampleCountry,1961,2012
SampleCountry,1962,18210.5552970599
SampleCountry,1961,2013
SampleCountry,1962,13232.5019378102
SampleCountry,1961,2014
SampleCountry,1962,13720.1658723222
SampleCountry,1961,2015
SampleCountry,1962,17198.2136668275
SampleCountry,1961,2016
SampleCountry,1962,17308.5723924575
SampleCountry,1961,2017
SampleCountry,1962,16304.0713196418
SampleCountry,1961,2018
SampleCountry,1962,15548.6624656619
SampleCountry,1961,2019
SampleCountry,1962,9068.91003238645
SampleCountry,1961,2020
SampleCountry,1962,7453.19797948517
SampleCountry,1961,2021
SampleCountry,1962,7809.10465655488
SampleCountry,1961,2022
SampleCountry,1962,8102.47084834031
SampleCountry,1961,2023
SampleCountry,1962,6804.14923073888
SampleCountry,1961,2024
SampleCountry,1962,5764.05502912947
SampleCountry,1961,2025
SampleCountry,1962,6945.63069794539
SampleCountry,1961,2026
SampleCountry,1962,7589.29964909381
SampleCountry,1961,2027
SampleCountry,1962,6677.793435386
SampleCountry,1961,1964
SampleCountry,1962,513.085862390915
SampleCountry,1961,1965
SampleCountry,1962,582.563503591063
SampleCountry,1961,1966
SampleCountry,1962,608.475515462307
SampleCountry,1961,1967
SampleCountry,1962,685.559282001744
SampleCountry,1961,1968
SampleCountry,1962,772.805500770312
SampleCountry,1961,1969
SampleCountry,1962,886.773611071551
SampleCountry,1961,1970
SampleCountry,1962,983.55754915871
SampleCountry,1961,1971
SampleCountry,1962,1053.2588863313
SampleCountry,1961,1972
SampleCountry,1962,1138.38219032671
SampleCountry,1961,1973
SampleCountry,1962,1305.64395976862
SampleCountry,1961,1974
SampleCountry,1962,1473.60394808707
SampleCountry,1961,1975
SampleCountry,1962,1629.3452793287
SampleCountry,1961,1976
SampleCountry,1962,1873.25412773592
SampleCountry,1961,1977
SampleCountry,1962,2468.00395502023
SampleCountry,1961,1978
SampleCountry,1962,2789.40577350635
SampleCountry,1961,1979
SampleCountry,1962,3109.3794397892
SampleCountry,1961,1980
SampleCountry,1962,3343.38819444676
SampleCountry,1961,1981
SampleCountry,1962,3832.32110004611
SampleCountry,1961,1982
SampleCountry,1962,4629.33937671209
SampleCountry,1961,1983
SampleCountry,1962,5626.58879087082
SampleCountry,1961,1984
SampleCountry,1962,5811.69069600941
SampleCountry,1961,1985
SampleCountry,1962,5305.43729381339
SampleCountry,1961,1986
SampleCountry,1962,5501.63700061234
SampleCountry,1961,1987
SampleCountry,1962,4950.06026518761
SampleCountry,1961,1988
SampleCountry,1962,4785.07463033775
SampleCountry,1961,1989
SampleCountry,1962,4746.76035816355
SampleCountry,1961,1990
SampleCountry,1962,5577.83258692769
SampleCountry,1961,1991
SampleCountry,1962,6473.57783168117
SampleCountry,1961,1992
SampleCountry,1962,7492.35204811251
SampleCountry,1961,1993
SampleCountry,1962,7737.54385772032
SampleCountry,1961,1994
SampleCountry,1962,9466.66238502174
SampleCountry,1961,1995
SampleCountry,1962,10046.6663875475
SampleCountry,1961,1996
SampleCountry,1962,11021.012224607
SampleCountry,1961,1997
SampleCountry,1962,10257.3085789073
SampleCountry,1961,1998
SampleCountry,1962,10937.0223808611
SampleCountry,1961,1999
SampleCountry,1962,12779.081491606
SampleCountry,1961,2000
SampleCountry,1962,13432.5262183244
SampleCountry,1961,2001
SampleCountry,1962,13015.9175046854
SampleCountry,1961,2002
SampleCountry,1962,13022.9648774809
SampleCountry,1961,2003
SampleCountry,1962,12742.5404388143
SampleCountry,1961,2004
SampleCountry,1962,11638.2010697215
SampleCountry,1961,2005
SampleCountry,1962,12156.9572824221
SampleCountry,1961,2006
SampleCountry,1962,13782.195640943
SampleCountry,1961,2007
SampleCountry,1962,18020.612039764
SampleCountry,1961,2008
SampleCountry,1962,21449.2552764245
SampleCountry,1961,2009
SampleCountry,1962,22054.1315756886
SampleCountry,1961,2010
SampleCountry,1962,24416.0232970275
SampleCountry,1961,2011
SampleCountry,1962,28440.7625328955
SampleCountry,1961,2012
SampleCountry,1962,31695.8331092209
SampleCountry,1961,2013
SampleCountry,1962,29425.4573200263
SampleCountry,1961,2014
SampleCountry,1962,26653.0488008626
SampleCountry,1961,2015
SampleCountry,1962,25504.7866510124
SampleCountry,1961,2016
SampleCountry,1962,21624.346052551
SampleCountry,1961,2017
SampleCountry,1962,21573.3449762805
SampleCountry,1961,2018
SampleCountry,1962,21474.7257123892
SampleCountry,1961,2019
SampleCountry,1962,17980.7298238137
SampleCountry,1961,2020
SampleCountry,1962,17919.2426377048
SampleCountry,1961,2021
SampleCountry,1962,18631.9930129293
SampleCountry,1961,2022
SampleCountry,1962,19873.4015238771
SampleCountry,1961,2023
SampleCountry,1962,19335.3602002969
SampleCountry,1961,2024
SampleCountry,1962,17886.733165236
SampleCountry,1961,2025
SampleCountry,1962,20654.7001960815
SampleCountry,1961,2026
SampleCountry,1962,20971.8349258283
SampleCountry,1961,2027
SampleCountry,1962,23400.7278817691
SampleCountry,1961,1981
SampleCountry,1962,736.927499151542
SampleCountry,1961,1982
SampleCountry,1962,917.111118802723
SampleCountry,1961,1983
SampleCountry,1962,1070.73371266334
SampleCountry,1961,1984
SampleCountry,1962,1173.07809597238
SampleCountry,1961,1985
SampleCountry,1962,1229.65932557403
SampleCountry,1961,1986
SampleCountry,1962,1329.00617695983
SampleCountry,1961,1987
SampleCountry,1962,1388.16565090599
SampleCountry,1961,1988
SampleCountry,1962,1523.94092798531
SampleCountry,1961,1989
SampleCountry,1962,1745.15357435866
SampleCountry,1961,1990
SampleCountry,1962,1938.10850906698
SampleCountry,1961,1991
SampleCountry,1962,2204.6384515886
SampleCountry,1961,1992
SampleCountry,1962,2404.25523562379
SampleCountry,1961,1993
SampleCountry,1962,2696.98290193019
SampleCountry,1961,1994
SampleCountry,1962,2782.18396873619
SampleCountry,1961,1995
SampleCountry,1962,2983.91643158641
